id,label
292,fake
293,real
294,real
295,real
296,fake
297,real
298,fake
299,fake
300,fake
301,real
302,real
303,real
304,real
305,fake
306,fake
307,real
308,fake
309,fake
310,fake
311,fake
312,real
313,fake
314,fake
315,real
316,fake
317,fake
318,real
319,real
320,real
321,fake
322,fake
323,fake
324,real
325,fake
326,real
327,fake
328,real
329,real
330,fake
331,fake
332,fake
333,fake
334,fake
335,fake
336,fake
337,real
338,fake
339,real
340,fake
341,fake
342,fake
343,fake
344,fake
345,fake
346,real
347,real
348,fake
349,real
350,real
351,real
352,real
353,real
354,real
355,fake
356,fake
357,real
358,real
359,real
360,real
361,real
362,fake
363,fake
364,fake
365,fake
366,fake
367,real
368,fake
369,fake
370,fake
371,real
372,real
373,fake
374,fake
375,fake
376,real
377,real
378,real
379,real
380,real
381,real
382,fake
383,real
384,real
385,fake
386,real
387,real
388,real
389,real
390,fake
391,real
392,fake
393,real
394,real
395,fake
396,fake
397,real
398,fake
399,real
400,real
401,fake
402,real
403,real
404,real
405,fake
406,fake
407,real
408,real
409,real
410,real
411,fake
412,real
413,real
414,real
415,real
416,fake
417,fake
418,real
419,real
420,real
421,real
422,real
423,real
424,real
425,real
426,real
427,real
428,real
429,real
430,real
431,fake
432,real
433,real
434,fake
435,fake
436,fake
437,real
438,fake
439,fake
440,real
441,real
442,fake
443,real
444,fake
445,fake
446,fake
447,fake
448,fake
449,fake
450,real
451,real
452,fake
453,fake
454,fake
455,real
456,real
457,fake
458,fake
459,fake
460,real
461,real
462,real
463,fake
464,real
465,fake
466,fake
467,fake
468,fake
469,fake
470,fake
471,real
472,real
473,real
474,fake
475,real
476,fake
477,real
478,real
479,fake
480,fake
481,fake
482,real
483,real
484,real
485,real
486,real
487,real
488,real
489,fake
490,fake
491,real
492,fake
493,fake
494,fake
495,fake
496,real
497,fake
498,fake
499,fake
500,fake
501,fake
502,real
503,fake
504,fake
505,real
506,real
507,fake
508,fake
509,real
510,real
511,fake
512,real
513,real
514,real
515,fake
516,fake
517,real
518,real
519,real
520,real
521,fake
522,real
523,real
524,fake
525,real
526,real
527,fake
528,real
529,fake
530,fake
531,real
532,fake
533,real
534,real
535,fake
536,real
537,fake
538,real
539,real
540,real
541,fake
542,real
543,real
544,real
545,real
546,fake
547,real
548,real
549,fake
550,real
551,real
552,fake
553,fake
554,fake
555,fake
556,fake
557,real
558,real
559,fake
560,real
561,fake
562,real
563,fake
564,fake
565,fake
566,real
567,real
568,fake
569,fake
570,fake
571,real
572,real
573,fake
574,fake
575,real
576,real
577,fake
578,fake
579,real
580,real
581,fake
582,real
583,real
584,fake
585,real
586,fake
587,real
588,real
589,real
590,fake
591,real
592,fake
593,fake
594,real
595,real
596,real
597,fake
598,real
599,real
600,real
601,fake
602,real
603,fake
604,real
605,real
606,fake
607,real
608,fake
609,real
610,fake
611,real
612,real
613,real
614,real
615,real
616,fake
617,real
618,fake
619,real
620,real
621,real
622,real
623,real
624,real
625,fake
626,fake
627,real
628,fake
629,real
630,real
631,fake
632,fake
633,real
634,fake
635,fake
636,fake
637,real
638,real
639,real
640,real
641,real
642,real
643,fake
644,fake
645,real
646,real
647,fake
648,real
649,real
650,real
651,real
652,fake
653,fake
654,fake
655,real
656,real
657,real
658,fake
659,fake
660,fake
661,real
662,real
663,real
664,real
665,fake
666,fake
667,real
668,real
669,fake
670,real
671,fake
672,fake
673,real
674,real
675,fake
676,fake
677,real
678,fake
679,real
680,fake
681,fake
682,fake
683,real
684,fake
685,real
686,real
687,real
688,fake
689,real
690,real
691,real
692,real
693,real
694,real
695,real
696,fake
697,real
698,real
699,real
700,fake
701,real
702,fake
703,real
704,fake
705,fake
706,fake
707,real
708,real
709,fake
710,fake
711,fake
712,fake
713,fake
714,real
715,real
716,real
717,fake
718,fake
719,fake
720,real
721,fake
722,real
723,fake
724,real
725,fake
726,fake
727,fake
728,fake
729,fake
730,real
731,real
732,fake
733,fake
734,fake
735,real
736,real
737,real
738,fake
739,real
740,fake
741,fake
742,real
743,fake
744,real
745,real
746,fake
747,real
748,real
749,real
750,fake
751,fake
752,real
753,real
754,fake
755,real
756,fake
757,fake
758,real
759,fake
760,fake
761,fake
762,fake
763,real
764,real
765,fake
766,real
767,fake
768,real
769,real
770,fake
771,real
772,real
773,fake
774,fake
775,fake
776,fake
777,fake
778,real
779,real
780,real
781,fake
782,fake
783,fake
784,real
785,fake
786,real
787,fake
788,real
789,fake
790,real
791,fake
792,real
793,real
794,fake
795,real
796,fake
797,real
798,real
799,real
800,fake
801,real
802,fake
803,real
804,fake
805,real
806,fake
807,real
808,real
809,fake
810,fake
811,real
812,fake
813,real
814,real
815,fake
816,fake
817,fake
818,real
819,fake
820,fake
821,fake
822,fake
823,real
824,real
825,fake
826,real
827,fake
828,real
829,real
830,fake
831,fake
832,real
833,real
834,fake
835,real
836,fake
837,real
838,fake
839,real
840,real
841,fake
842,real
843,real
844,real
845,real
846,fake
847,fake
848,real
849,fake
850,real
851,fake
852,real
853,real
854,fake
855,fake
856,real
857,fake
858,real
859,fake
860,fake
861,real
862,fake
863,fake
864,fake
865,fake
866,real
867,fake
868,fake
869,fake
870,fake
871,real
872,fake
873,real
874,real
875,fake
876,real
877,real
878,fake
879,real
880,fake
881,real
882,fake
883,real
884,real
885,real
886,fake
887,fake
888,fake
889,real
890,real
891,real
892,real
893,fake
894,fake
895,fake
896,real
897,real
898,real
899,fake
900,fake
901,fake
902,fake
903,fake
904,real
905,fake
906,real
907,real
908,fake
909,real
910,real
911,fake
912,real
913,fake
914,real
915,fake
916,fake
917,real
918,real
919,real
920,real
921,fake
922,real
923,real
924,fake
925,fake
926,fake
927,real
928,real
929,fake
930,real
931,fake
932,fake
933,real
934,real
935,real
936,fake
937,real
938,real
939,fake
940,real
941,real
942,real
943,real
944,fake
945,fake
946,fake
947,fake
948,fake
949,fake
950,real
951,real
952,fake
953,real
954,fake
955,fake
956,real
957,real
958,fake
959,fake
960,fake
961,real
962,fake
963,real
964,real
965,fake
966,fake
967,real
968,fake
969,real
970,real
971,fake
972,real
973,fake
974,real
975,real
976,real
977,real
978,fake
979,fake
980,real
981,real
982,real
983,real
984,real
985,real
986,real
987,real
988,real
989,fake
990,real
991,real
992,real
993,fake
994,fake
995,real
996,real
997,real
998,fake
999,real
1000,real
1001,fake
1002,fake
1003,real
1004,fake
1005,real
1006,real
1007,fake
1008,real
1009,real
1010,real
1011,fake
1012,fake
1013,real
1014,real
1015,real
1016,fake
1017,fake
1018,fake
1019,real
1020,real
1021,fake
1022,real
1023,fake
1024,fake
1025,real
1026,real
1027,fake
1028,real
1029,fake
1030,real
1031,real
1032,fake
1033,real
1034,fake
1035,fake
1036,fake
1037,fake
1038,fake
1039,real
1040,fake
1041,real
1042,real
1043,fake
1044,real
1045,fake
1046,fake
1047,real
1048,fake
1049,fake
1050,real
1051,real
1052,real
1053,fake
1054,real
1055,fake
1056,real
1057,fake
1058,fake
1059,fake
1060,real
1061,real
1062,fake
1063,real
1064,fake
1065,real
1066,fake
1067,fake
1068,real
1069,real
1070,real
1071,real
1072,real
1073,fake
1074,real
1075,real
1076,real
1077,fake
1078,fake
1079,fake
1080,real
1081,fake
1082,real
1083,fake
1084,real
1085,fake
1086,real
1087,fake
1088,fake
1089,real
1090,real
1091,real
1092,real
1093,real
1094,real
1095,fake
1096,fake
1097,real
1098,fake
1099,fake
1100,real
1101,fake
1102,real
1103,fake
1104,real
1105,real
1106,real
1107,fake
1108,fake
1109,real
1110,real
1111,fake
1112,fake
1113,real
1114,real
1115,fake
1116,real
1117,fake
1118,real
1119,real
1120,real
1121,real
1122,fake
1123,fake
1124,real
1125,real
1126,real
1127,real
1128,real
1129,fake
1130,fake
1131,fake
1132,real
1133,real
1134,fake
1135,real
1136,real
1137,real
1138,fake
1139,real
1140,fake
1141,fake
1142,real
1143,real
1144,real
1145,real
1146,real
1147,real
1148,fake
1149,fake
1150,fake
1151,real
1152,fake
1153,real
1154,real
1155,fake
1156,real
1157,real
1158,real
1159,real
1160,real
1161,real
1162,fake
1163,real
1164,fake
1165,fake
1166,real
1167,fake
1168,fake
1169,real
1170,real
1171,fake
1172,real
1173,real
1174,fake
1175,real
1176,real
1177,fake
1178,real
1179,fake
1180,fake
1181,real
1182,fake
1183,fake
1184,fake
1185,fake
1186,fake
1187,real
1188,real
1189,real
1190,real
1191,fake
1192,real
1193,fake
1194,fake
1195,fake
1196,fake
1197,fake
1198,fake
1199,fake
1200,real
1201,fake
1202,fake
1203,real
1204,real
1205,fake
1206,fake
1207,fake
1208,real
1209,real
1210,real
1211,real
1212,fake
1213,real
1214,fake
1215,real
1216,real
1217,real
1218,fake
1219,real
1220,real
1221,real
1222,real
1223,real
1224,real
1225,fake
1226,real
1227,real
1228,real
1229,real
1230,real
1231,fake
1232,fake
1233,fake
1234,real
1235,real
1236,fake
1237,fake
1238,fake
1239,fake
1240,real
1241,real
1242,real
1243,fake
1244,real
1245,fake
1246,real
1247,fake
1248,real
1249,fake
1250,real
1251,fake
1252,real
1253,real
1254,fake
1255,fake
1256,fake
1257,fake
1258,real
1259,fake
1260,fake
1261,real
1262,fake
1263,fake
1264,real
1265,real
1266,real
1267,real
1268,real
1269,real
1270,real
1271,fake
1272,fake
1273,real
1274,real
1275,real
1276,real
1277,real
1278,real
1279,fake
1280,fake
1281,real
1282,fake
1283,real
1284,real
1285,real
1286,real
1287,fake
1288,real
1289,real
1290,real
1291,real
1292,real
1293,fake
1294,real
1295,real
1296,real
1297,fake
1298,fake
1299,fake
1300,fake
1301,real
1302,fake
1303,fake
1304,fake
1305,real
1306,real
1307,real
1308,real
1309,fake
1310,real
1311,fake
1312,real
1313,fake
1314,real
1315,real
1316,fake
1317,fake
1318,real
1319,real
1320,fake
1321,fake
1322,real
1323,real
1324,fake
1325,fake
1326,real
1327,fake
1328,real
1329,real
1330,fake
1331,real
1332,fake
1333,real
1334,fake
1335,real
1336,real
1337,fake
1338,fake
1339,real
1340,fake
1341,real
1342,fake
1343,fake
1344,fake
1345,real
1346,real
1347,fake
1348,real
1349,fake
1350,real
1351,fake
1352,real
1353,fake
1354,fake
1355,real
1356,real
1357,fake
1358,real
1359,fake
1360,fake
1361,fake
1362,fake
1363,fake
1364,fake
1365,fake
1366,fake
1367,real
1368,real
1369,real
1370,real
1371,real
1372,real
1373,fake
1374,real
1375,real
1376,fake
1377,fake
1378,real
1379,fake
1380,fake
1381,fake
1382,real
1383,real
1384,real
1385,real
1386,real
1387,real
1388,real
1389,fake
1390,fake
1391,real
1392,fake
1393,fake
1394,fake
1395,fake
1396,real
1397,real
1398,real
1399,fake
1400,real
1401,fake
1402,real
1403,real
1404,fake
1405,real
1406,real
1407,fake
1408,fake
1409,fake
1410,fake
1411,fake
1412,fake
1413,fake
1414,fake
1415,fake
1416,fake
1417,fake
1418,fake
1419,fake
1420,real
1421,real
1422,fake
1423,real
1424,fake
1425,real
1426,fake
1427,real
1428,real
1429,fake
1430,real
1431,fake
1432,real
1433,fake
1434,fake
1435,fake
1436,real
1437,fake
1438,real
1439,real
1440,real
1441,real
1442,real
1443,real
1444,fake
1445,real
1446,fake
1447,fake
1448,fake
1449,real
1450,real
1451,fake
1452,real
1453,real
1454,real
1455,real
1456,fake
1457,real
1458,fake
1459,fake
1460,fake
1461,real
1462,fake
1463,fake
1464,fake
1465,fake
1466,real
1467,real
1468,fake
1469,fake
1470,real
1471,fake
1472,fake
1473,real
1474,fake
1475,fake
1476,real
1477,real
1478,fake
1479,real
1480,fake
1481,fake
1482,fake
1483,fake
1484,real
1485,real
1486,real
1487,real
1488,real
1489,real
1490,real
1491,real
1492,real
1493,real
1494,fake
1495,fake
1496,fake
1497,fake
1498,fake
1499,fake
1500,real
1501,fake
1502,real
1503,real
1504,fake
1505,real
1506,fake
1507,fake
1508,real
1509,real
1510,real
1511,real
1512,fake
1513,fake
1514,fake
1515,real
1516,fake
1517,fake
1518,real
1519,fake
1520,real
1521,real
1522,real
1523,real
1524,real
1525,fake
1526,real
1527,real
1528,real
1529,real
1530,real
1531,fake
1532,fake
1533,fake
1534,real
1535,real
1536,fake
1537,real
1538,fake
1539,real
1540,real
1541,fake
1542,real
1543,fake
1544,real
1545,fake
1546,fake
1547,real
1548,fake
1549,real
1550,real
1551,real
1552,real
1553,fake
1554,fake
1555,real
1556,fake
1557,fake
1558,real
1559,fake
1560,fake
1561,real
1562,real
1563,fake
1564,fake
1565,real
1566,fake
1567,real
1568,real
1569,real
1570,fake
1571,real
1572,real
1573,fake
1574,real
1575,real
1576,fake
1577,fake
1578,real
1579,real
1580,fake
1581,fake
1582,real
1583,fake
1584,real
1585,fake
1586,real
1587,real
1588,fake
1589,fake
1590,fake
1591,real
1592,real
1593,fake
1594,fake
1595,real
1596,real
1597,fake
1598,real
1599,real
1600,fake
1601,real
1602,real
1603,fake
1604,real
1605,real
1606,fake
1607,real
1608,real
1609,fake
1610,real
1611,fake
1612,fake
1613,fake
1614,real
1615,real
1616,real
1617,real
1618,fake
1619,fake
1620,fake
1621,real
1622,real
1623,real
1624,real
1625,real
1626,fake
1627,fake
1628,real
1629,real
1630,real
1631,real
1632,real
1633,real
1634,fake
1635,fake
1636,real
1637,fake
1638,real
1639,fake
1640,real
1641,real
1642,fake
1643,fake
1644,real
1645,real
1646,fake
1647,real
1648,fake
1649,fake
1650,fake
1651,fake
1652,real
1653,fake
1654,real
1655,fake
1656,real
1657,real
1658,real
1659,real
1660,fake
1661,fake
1662,fake
1663,fake
1664,real
1665,real
1666,fake
1667,real
1668,fake
1669,real
1670,fake
1671,real
1672,real
1673,real
1674,fake
1675,real
1676,real
1677,real
1678,real
1679,real
1680,real
1681,real
1682,real
1683,fake
1684,fake
1685,real
1686,real
1687,real
1688,fake
1689,fake
1690,real
1691,fake
1692,real
1693,fake
1694,fake
1695,real
1696,fake
1697,real
1698,real
1699,real
1700,real
1701,real
1702,fake
1703,real
1704,fake
1705,fake
1706,real
1707,real
1708,fake
1709,fake
1710,real
1711,fake
1712,real
1713,fake
1714,real
1715,real
1716,fake
1717,real
1718,fake
1719,real
1720,real
1721,real
1722,real
1723,real
1724,real
1725,real
1726,real
1727,real
1728,real
1729,fake
1730,real
1731,fake
1732,real
1733,real
1734,real
1735,real
1736,fake
1737,fake
1738,real
1739,fake
1740,real
1741,fake
1742,fake
1743,real
1744,fake
1745,real
1746,real
1747,fake
1748,real
1749,fake
1750,real
1751,fake
1752,real
1753,real
1754,fake
1755,real
1756,real
1757,real
1758,real
1759,fake
1760,fake
1761,fake
1762,fake
1763,real
1764,real
1765,real
1766,real
1767,real
1768,real
1769,fake
1770,real
1771,real
1772,real
1773,real
1774,fake
1775,fake
1776,fake
1777,fake
1778,fake
1779,real
1780,fake
1781,real
1782,real
1783,real
1784,fake
1785,fake
1786,real
1787,fake
1788,real
1789,fake
1790,real
1791,real
1792,real
1793,fake
1794,fake
1795,fake
1796,fake
1797,real
1798,fake
1799,real
1800,fake
1801,real
1802,fake
1803,real
1804,real
1805,fake
1806,fake
1807,real
1808,fake
1809,fake
1810,real
1811,real
1812,fake
1813,real
1814,real
1815,fake
1816,real
1817,fake
1818,fake
1819,real
1820,real
1821,real
1822,fake
1823,fake
1824,fake
1825,fake
1826,fake
1827,fake
1828,fake
1829,fake
1830,real
1831,fake
1832,real
1833,fake
1834,real
1835,fake
1836,fake
1837,real
1838,fake
1839,fake
1840,real
1841,real
1842,real
1843,real
1844,real
1845,real
1846,fake
1847,fake
1848,fake
1849,real
1850,fake
1851,real
1852,fake
1853,real
1854,fake
1855,fake
1856,fake
1857,real
1858,real
1859,real
1860,fake
1861,real
1862,fake
1863,fake
1864,fake
1865,fake
1866,real
1867,fake
1868,fake
1869,real
1870,real
1871,fake
1872,real
1873,fake
1874,real
1875,fake
1876,real
1877,fake
1878,fake
1879,real
1880,real
1881,fake
1882,fake
1883,real
1884,fake
1885,fake
1886,fake
1887,real
1888,real
1889,fake
1890,real
1891,real
1892,fake
1893,real
1894,fake
1895,real
1896,real
1897,fake
1898,fake
1899,fake
1900,fake
1901,real
1902,fake
1903,fake
1904,real
1905,real
1906,fake
1907,real
1908,fake
1909,fake
1910,real
1911,fake
1912,real
1913,fake
1914,fake
1915,real
1916,real
1917,real
1918,fake
1919,real
1920,real
1921,real
1922,real
1923,fake
1924,real
1925,real
1926,real
1927,real
1928,real
1929,fake
1930,real
1931,real
1932,real
1933,real
1934,fake
1935,fake
1936,fake
1937,real
1938,fake
1939,fake
1940,fake
1941,fake
1942,fake
1943,real
1944,fake
1945,fake
1946,real
1947,fake
1948,real
1949,real
1950,real
1951,real
1952,real
1953,real
1954,real
1955,fake
1956,fake
1957,fake
1958,fake
1959,fake
1960,fake
1961,fake
1962,fake
1963,fake
1964,real
1965,fake
1966,fake
1967,fake
1968,fake
1969,fake
1970,fake
1971,fake
1972,fake
1973,fake
1974,fake
1975,real
1976,real
1977,fake
1978,fake
1979,fake
1980,fake
1981,real
1982,real
1983,fake
1984,fake
1985,real
1986,fake
1987,fake
1988,fake
1989,real
1990,real
1991,real
1992,fake
1993,fake
1994,fake
1995,real
1996,fake
1997,fake
1998,fake
1999,fake
2000,fake
2001,fake
2002,fake
2003,fake
2004,fake
2005,fake
2006,fake
2007,fake
2008,fake
2009,real
2010,real
2011,real
2012,real
2013,fake
2014,fake
2015,real
2016,real
2017,real
2018,fake
2019,real
2020,fake
2021,fake
2022,fake
2023,fake
2024,real
2025,real
2026,real
2027,fake
2028,fake
2029,real
2030,real
2031,fake
2032,real
2033,fake
2034,fake
2035,real
2036,real
2037,real
2038,fake
2039,real
2040,real
2041,fake
2042,fake
2043,fake
2044,real
2045,fake
2046,fake
2047,real
2048,real
2049,real
2050,real
2051,real
2052,real
2053,real
2054,fake
2055,real
2056,fake
2057,fake
2058,real
2059,fake
2060,real
2061,real
2062,fake
2063,real
2064,fake
2065,real
2066,real
2067,fake
2068,real
2069,fake
2070,fake
2071,fake
2072,fake
2073,fake
2074,fake
2075,fake
2076,fake
2077,fake
2078,real
2079,real
2080,real
2081,real
2082,real
2083,real
2084,real
2085,real
2086,fake
2087,real
2088,real
2089,real
2090,fake
2091,real
2092,real
2093,fake
2094,real
2095,fake
2096,fake
2097,real
2098,fake
2099,fake
2100,real
2101,real
2102,fake
2103,fake
2104,fake
2105,fake
2106,real
2107,fake
2108,fake
2109,fake
2110,fake
2111,real
2112,fake
2113,fake
2114,fake
2115,real
2116,real
2117,fake
2118,real
2119,fake
2120,real
2121,real
2122,real
2123,real
2124,real
2125,fake
2126,real
2127,fake
2128,fake
2129,real
2130,fake
2131,real
2132,fake
2133,real
2134,fake
2135,real
2136,fake
2137,real
2138,fake
2139,fake
2140,real
