id,label
293,fake
294,real
295,real
296,fake
297,real
298,real
299,real
300,fake
301,fake
302,real
303,fake
304,real
305,real
306,fake
307,fake
308,fake
309,real
310,fake
311,real
312,real
313,fake
314,fake
315,fake
316,real
317,fake
318,real
319,fake
320,real
321,fake
322,real
323,fake
324,real
325,fake
326,real
327,fake
328,fake
329,real
330,real
331,fake
332,real
333,fake
334,real
335,fake
336,fake
337,real
338,fake
339,fake
340,fake
341,fake
342,fake
343,fake
344,fake
345,fake
346,fake
347,real
348,fake
349,real
350,fake
351,real
352,fake
353,real
354,real
355,fake
356,fake
357,real
358,real
359,real
360,real
361,real
362,fake
363,real
364,fake
365,fake
366,fake
367,real
368,fake
369,fake
370,fake
371,real
372,real
373,fake
374,real
375,fake
376,real
377,real
378,fake
379,fake
380,real
381,real
382,real
383,fake
384,fake
385,fake
386,real
387,real
388,fake
389,real
390,real
391,real
392,real
393,fake
394,real
395,real
396,real
397,real
398,real
399,real
400,real
401,fake
402,real
403,real
404,real
405,fake
406,fake
407,real
408,real
409,fake
410,fake
411,fake
412,real
413,real
414,fake
415,real
416,fake
417,real
418,real
419,real
420,real
421,fake
422,real
423,real
424,real
425,real
426,real
427,real
428,real
429,real
430,real
431,fake
432,real
433,real
434,fake
435,fake
436,fake
437,fake
438,real
439,real
440,real
441,real
442,real
443,fake
444,real
445,fake
446,fake
447,real
448,fake
449,fake
450,real
451,real
452,fake
453,fake
454,real
455,real
456,fake
457,fake
458,real
459,fake
460,real
461,real
462,real
463,real
464,real
465,fake
466,fake
467,real
468,fake
469,real
470,real
471,real
472,real
473,fake
474,fake
475,real
476,fake
477,real
478,fake
479,real
480,real
481,fake
482,fake
483,fake
484,real
485,real
486,real
487,real
488,real
489,real
490,real
491,real
492,fake
493,fake
494,fake
495,fake
496,real
497,real
498,real
499,fake
500,real
501,fake
502,real
503,fake
504,fake
505,real
506,real
507,fake
508,fake
509,real
510,real
511,real
512,real
513,real
514,real
515,fake
516,fake
517,real
518,real
519,fake
520,fake
521,real
522,real
523,real
524,fake
525,real
526,real
527,fake
528,real
529,fake
530,fake
531,real
532,real
533,real
534,fake
535,fake
536,real
537,real
538,real
539,real
540,real
541,real
542,real
543,fake
544,fake
545,real
546,real
547,real
548,fake
549,real
550,fake
551,real
552,real
553,real
554,real
555,fake
556,real
557,real
558,fake
559,fake
560,real
561,fake
562,real
563,real
564,fake
565,fake
566,fake
567,real
568,fake
569,fake
570,real
571,real
572,real
573,fake
574,real
575,fake
576,fake
577,real
578,fake
579,real
580,real
581,real
582,real
583,real
584,fake
585,fake
586,real
587,fake
588,real
589,real
590,fake
591,real
592,real
593,fake
594,real
595,real
596,real
597,fake
598,real
599,real
600,real
601,fake
602,real
603,real
604,real
605,real
606,real
607,fake
608,fake
609,real
610,fake
611,real
612,real
613,real
614,fake
615,real
616,real
617,real
618,real
619,real
620,fake
621,real
622,fake
623,real
624,real
625,fake
626,fake
627,real
628,real
629,fake
630,real
631,fake
632,fake
633,real
634,fake
635,real
636,fake
637,real
638,real
639,real
640,fake
641,real
642,real
643,real
644,fake
645,real
646,real
647,real
648,real
649,real
650,real
651,real
652,real
653,fake
654,fake
655,real
656,real
657,real
658,fake
659,fake
660,fake
661,real
662,real
663,fake
664,fake
665,fake
666,fake
667,real
668,fake
669,fake
670,real
671,fake
672,fake
673,fake
674,real
675,real
676,fake
677,real
678,real
679,real
680,fake
681,real
682,fake
683,fake
684,fake
685,real
686,real
687,fake
688,real
689,real
690,real
691,real
692,fake
693,fake
694,fake
695,real
696,real
697,real
698,real
699,fake
700,fake
701,fake
702,real
703,real
704,real
705,fake
706,real
707,real
708,real
709,real
710,fake
711,fake
712,real
713,fake
714,real
715,fake
716,fake
717,fake
718,fake
719,real
720,real
721,real
722,real
723,real
724,real
725,fake
726,fake
727,real
728,real
729,fake
730,real
731,fake
732,fake
733,fake
734,real
735,fake
736,fake
737,real
738,real
739,real
740,real
741,fake
742,fake
743,real
744,fake
745,real
746,fake
747,real
748,real
749,real
750,real
751,real
752,real
753,real
754,fake
755,real
756,fake
757,real
758,fake
759,real
760,fake
761,fake
762,fake
763,real
764,real
765,fake
766,fake
767,real
768,real
769,fake
770,real
771,real
772,fake
773,fake
774,real
775,fake
776,fake
777,fake
778,real
779,real
780,fake
781,fake
782,real
783,fake
784,real
785,real
786,real
787,fake
788,real
789,real
790,fake
791,fake
792,fake
793,real
794,fake
795,real
796,fake
797,real
798,real
799,real
800,real
801,real
802,fake
803,fake
804,fake
805,real
806,fake
807,real
808,real
809,fake
810,fake
811,real
812,real
813,fake
814,fake
815,fake
816,fake
817,fake
818,real
819,fake
820,fake
821,fake
822,fake
823,real
824,real
825,fake
826,real
827,fake
828,real
829,fake
830,real
831,real
832,fake
833,real
834,real
835,real
836,real
837,fake
838,real
839,real
840,fake
841,fake
842,fake
843,real
844,real
845,real
846,real
847,real
848,fake
849,real
850,real
851,fake
852,fake
853,real
854,fake
855,fake
856,fake
857,fake
858,real
859,fake
860,fake
861,fake
862,real
863,fake
864,fake
865,real
866,real
867,real
868,fake
869,real
870,fake
871,real
872,fake
873,real
874,real
875,fake
876,real
877,real
878,fake
879,real
880,real
881,real
882,fake
883,real
884,real
885,real
886,fake
887,real
888,real
889,fake
890,real
891,real
892,fake
893,fake
894,real
895,fake
896,real
897,real
898,real
899,fake
900,real
901,real
902,fake
903,fake
904,real
905,fake
906,real
907,real
908,fake
909,real
910,real
911,fake
912,real
913,fake
914,real
915,fake
916,fake
917,real
918,real
919,real
920,real
921,real
922,fake
923,fake
924,real
925,real
926,fake
927,fake
928,fake
929,fake
930,real
931,fake
932,fake
933,real
934,fake
935,fake
936,fake
937,real
938,real
939,real
940,real
941,fake
942,fake
943,real
944,fake
945,fake
946,fake
947,fake
948,real
949,fake
950,fake
951,fake
952,real
953,fake
954,fake
955,real
956,real
957,real
958,real
959,real
960,real
961,real
962,fake
963,real
964,real
965,fake
966,real
967,real
968,real
969,real
970,real
971,real
972,real
973,real
974,real
975,fake
976,real
977,fake
978,fake
979,real
980,real
981,real
982,fake
983,real
984,real
985,real
986,real
987,real
988,real
989,real
990,fake
991,real
992,real
993,fake
994,real
995,real
996,real
997,real
998,fake
999,real
1000,real
1001,real
1002,real
1003,real
1004,real
1005,real
1006,real
1007,fake
1008,real
1009,fake
1010,real
1011,fake
1012,fake
1013,fake
1014,real
1015,real
1016,real
1017,real
1018,real
1019,real
1020,real
1021,real
1022,fake
1023,real
1024,fake
1025,real
1026,real
1027,fake
1028,real
1029,fake
1030,real
1031,real
1032,fake
1033,real
1034,fake
1035,fake
1036,real
1037,real
1038,fake
1039,real
1040,fake
1041,real
1042,fake
1043,fake
1044,real
1045,fake
1046,real
1047,real
1048,fake
1049,fake
1050,real
1051,real
1052,real
1053,fake
1054,real
1055,fake
1056,fake
1057,fake
1058,real
1059,real
1060,real
1061,real
1062,real
1063,fake
1064,real
1065,real
1066,fake
1067,fake
1068,real
1069,real
1070,real
1071,fake
1072,fake
1073,fake
1074,real
1075,fake
1076,real
1077,fake
1078,real
1079,fake
1080,real
1081,fake
1082,fake
1083,fake
1084,real
1085,fake
1086,fake
1087,real
1088,real
1089,fake
1090,real
1091,real
1092,fake
1093,real
1094,real
1095,real
1096,fake
1097,real
1098,real
1099,fake
1100,fake
1101,fake
1102,fake
1103,fake
1104,real
1105,real
1106,real
1107,real
1108,fake
1109,real
1110,real
1111,fake
1112,fake
1113,fake
1114,real
1115,real
1116,fake
1117,fake
1118,real
1119,real
1120,real
1121,real
1122,fake
1123,fake
1124,real
1125,real
1126,real
1127,fake
1128,real
1129,fake
1130,fake
1131,fake
1132,fake
1133,fake
1134,fake
1135,real
1136,fake
1137,real
1138,fake
1139,fake
1140,fake
1141,fake
1142,fake
1143,fake
1144,real
1145,fake
1146,real
1147,real
1148,fake
1149,fake
1150,fake
1151,fake
1152,real
1153,real
1154,real
1155,fake
1156,real
1157,fake
1158,real
1159,real
1160,real
1161,real
1162,fake
1163,real
1164,real
1165,fake
1166,real
1167,real
1168,fake
1169,real
1170,real
1171,real
1172,real
1173,real
1174,fake
1175,fake
1176,fake
1177,fake
1178,fake
1179,real
1180,real
1181,real
1182,fake
1183,fake
1184,fake
1185,real
1186,fake
1187,real
1188,real
1189,fake
1190,fake
1191,real
1192,fake
1193,fake
1194,real
1195,real
1196,fake
1197,real
1198,fake
1199,fake
1200,real
1201,fake
1202,fake
1203,real
1204,real
1205,real
1206,fake
1207,real
1208,fake
1209,real
1210,real
1211,real
1212,fake
1213,real
1214,fake
1215,real
1216,real
1217,real
1218,real
1219,fake
1220,real
1221,real
1222,real
1223,fake
1224,real
1225,fake
1226,real
1227,real
1228,real
1229,real
1230,real
1231,real
1232,real
1233,real
1234,fake
1235,real
1236,real
1237,fake
1238,fake
1239,fake
1240,fake
1241,real
1242,real
1243,real
1244,fake
1245,real
1246,real
1247,real
1248,fake
1249,real
1250,real
1251,fake
1252,real
1253,real
1254,real
1255,fake
1256,real
1257,fake
1258,real
1259,fake
1260,fake
1261,real
1262,fake
1263,fake
1264,fake
1265,real
1266,real
1267,real
1268,fake
1269,fake
1270,real
1271,fake
1272,fake
1273,real
1274,real
1275,real
1276,fake
1277,fake
1278,real
1279,fake
1280,real
1281,fake
1282,real
1283,real
1284,real
1285,real
1286,real
1287,fake
1288,real
1289,fake
1290,real
1291,real
1292,real
1293,real
1294,real
1295,real
1296,real
1297,fake
1298,real
1299,fake
1300,fake
1301,real
1302,real
1303,fake
1304,fake
1305,real
1306,real
1307,real
1308,real
1309,fake
1310,fake
1311,fake
1312,fake
1313,real
1314,real
1315,real
1316,real
1317,fake
1318,real
1319,fake
1320,fake
1321,real
1322,fake
1323,real
1324,fake
1325,fake
1326,real
1327,fake
1328,fake
1329,real
1330,real
1331,fake
1332,real
1333,real
1334,fake
1335,real
1336,real
1337,fake
1338,fake
1339,real
1340,fake
1341,real
1342,real
1343,fake
1344,fake
1345,real
1346,real
1347,fake
1348,fake
1349,fake
1350,real
1351,fake
1352,fake
1353,fake
1354,fake
1355,real
1356,real
1357,fake
1358,real
1359,real
1360,fake
1361,fake
1362,fake
1363,real
1364,real
1365,real
1366,fake
1367,real
1368,fake
1369,fake
1370,real
1371,real
1372,real
1373,real
1374,fake
1375,real
1376,fake
1377,real
1378,real
1379,real
1380,fake
1381,fake
1382,real
1383,real
1384,real
1385,fake
1386,real
1387,real
1388,real
1389,fake
1390,fake
1391,real
1392,real
1393,fake
1394,fake
1395,real
1396,real
1397,fake
1398,real
1399,real
1400,fake
1401,fake
1402,real
1403,real
1404,fake
1405,real
1406,real
1407,fake
1408,fake
1409,real
1410,fake
1411,fake
1412,fake
1413,real
1414,fake
1415,fake
1416,fake
1417,fake
1418,real
1419,fake
1420,real
1421,real
1422,real
1423,real
1424,fake
1425,fake
1426,fake
1427,real
1428,real
1429,real
1430,real
1431,real
1432,real
1433,fake
1434,fake
1435,real
1436,fake
1437,fake
1438,real
1439,real
1440,fake
1441,fake
1442,real
1443,fake
1444,fake
1445,real
1446,fake
1447,fake
1448,real
1449,real
1450,fake
1451,fake
1452,fake
1453,real
1454,real
1455,real
1456,real
1457,real
1458,real
1459,fake
1460,fake
1461,real
1462,fake
1463,fake
1464,fake
1465,real
1466,fake
1467,fake
1468,fake
1469,real
1470,real
1471,real
1472,fake
1473,real
1474,fake
1475,real
1476,real
1477,real
1478,fake
1479,real
1480,real
1481,fake
1482,fake
1483,fake
1484,real
1485,real
1486,real
1487,real
1488,real
1489,real
1490,real
1491,real
1492,real
1493,fake
1494,fake
1495,fake
1496,fake
1497,fake
1498,fake
1499,fake
1500,real
1501,fake
1502,real
1503,real
1504,fake
1505,fake
1506,real
1507,fake
1508,fake
1509,real
1510,real
1511,real
1512,real
1513,fake
1514,fake
1515,real
1516,fake
1517,fake
1518,fake
1519,real
1520,real
1521,real
1522,real
1523,real
1524,real
1525,fake
1526,real
1527,real
1528,fake
1529,real
1530,fake
1531,fake
1532,real
1533,fake
1534,real
1535,fake
1536,real
1537,real
1538,fake
1539,real
1540,real
1541,fake
1542,fake
1543,real
1544,real
1545,real
1546,real
1547,fake
1548,real
1549,real
1550,real
1551,real
1552,fake
1553,real
1554,real
1555,fake
1556,real
1557,real
1558,real
1559,fake
1560,fake
1561,real
1562,fake
1563,real
1564,fake
1565,real
1566,fake
1567,fake
1568,fake
1569,real
1570,fake
1571,real
1572,real
1573,fake
1574,fake
1575,real
1576,real
1577,fake
1578,real
1579,real
1580,fake
1581,real
1582,fake
1583,fake
1584,real
1585,fake
1586,real
1587,real
1588,fake
1589,real
1590,fake
1591,real
1592,real
1593,real
1594,fake
1595,real
1596,fake
1597,real
1598,real
1599,real
1600,real
1601,real
1602,real
1603,real
1604,real
1605,real
1606,fake
1607,real
1608,real
1609,fake
1610,fake
1611,fake
1612,fake
1613,fake
1614,fake
1615,real
1616,fake
1617,real
1618,fake
1619,fake
1620,real
1621,real
1622,real
1623,real
1624,real
1625,real
1626,real
1627,fake
1628,real
1629,real
1630,real
1631,real
1632,real
1633,fake
1634,real
1635,real
1636,fake
1637,fake
1638,real
1639,fake
1640,real
1641,real
1642,fake
1643,real
1644,real
1645,real
1646,fake
1647,real
1648,fake
1649,fake
1650,real
1651,fake
1652,real
1653,real
1654,real
1655,fake
1656,real
1657,real
1658,fake
1659,fake
1660,real
1661,fake
1662,fake
1663,fake
1664,real
1665,fake
1666,real
1667,real
1668,real
1669,real
1670,fake
1671,real
1672,real
1673,fake
1674,fake
1675,fake
1676,real
1677,real
1678,real
1679,real
1680,fake
1681,real
1682,real
1683,real
1684,fake
1685,real
1686,fake
1687,real
1688,fake
1689,fake
1690,fake
1691,fake
1692,fake
1693,real
1694,fake
1695,real
1696,fake
1697,real
1698,real
1699,real
1700,real
1701,real
1702,fake
1703,real
1704,real
1705,real
1706,real
1707,real
1708,fake
1709,fake
1710,fake
1711,fake
1712,real
1713,fake
1714,fake
1715,real
1716,fake
1717,fake
1718,fake
1719,real
1720,real
1721,real
1722,real
1723,real
1724,real
1725,real
1726,real
1727,real
1728,real
1729,fake
1730,fake
1731,fake
1732,real
1733,fake
1734,real
1735,real
1736,real
1737,fake
1738,fake
1739,fake
1740,real
1741,fake
1742,fake
1743,real
1744,fake
1745,real
1746,real
1747,fake
1748,real
1749,fake
1750,real
1751,real
1752,real
1753,real
1754,fake
1755,real
1756,real
1757,real
1758,real
1759,fake
1760,fake
1761,fake
1762,real
1763,real
1764,fake
1765,real
1766,fake
1767,real
1768,real
1769,fake
1770,real
1771,real
1772,fake
1773,real
1774,fake
1775,real
1776,fake
1777,fake
1778,fake
1779,fake
1780,fake
1781,fake
1782,real
1783,fake
1784,real
1785,real
1786,real
1787,fake
1788,real
1789,fake
1790,real
1791,fake
1792,real
1793,fake
1794,real
1795,fake
1796,fake
1797,fake
1798,fake
1799,real
1800,fake
1801,real
1802,real
1803,fake
1804,real
1805,fake
1806,fake
1807,real
1808,fake
1809,fake
1810,real
1811,fake
1812,fake
1813,real
1814,real
1815,fake
1816,real
1817,fake
1818,fake
1819,real
1820,real
1821,fake
1822,fake
1823,fake
1824,fake
1825,real
1826,fake
1827,fake
1828,real
1829,real
1830,real
1831,fake
1832,real
1833,fake
1834,fake
1835,fake
1836,fake
1837,real
1838,fake
1839,fake
1840,real
1841,real
1842,fake
1843,fake
1844,fake
1845,real
1846,real
1847,real
1848,fake
1849,fake
1850,fake
1851,fake
1852,fake
1853,real
1854,fake
1855,real
1856,fake
1857,real
1858,real
1859,real
1860,fake
1861,real
1862,fake
1863,real
1864,real
1865,real
1866,real
1867,fake
1868,real
1869,real
1870,real
1871,fake
1872,real
1873,real
1874,fake
1875,fake
1876,real
1877,fake
1878,real
1879,real
1880,real
1881,fake
1882,fake
1883,real
1884,fake
1885,real
1886,fake
1887,real
1888,fake
1889,fake
1890,real
1891,real
1892,fake
1893,real
1894,real
1895,real
1896,real
1897,fake
1898,real
1899,real
1900,real
1901,real
1902,fake
1903,fake
1904,real
1905,real
1906,real
1907,real
1908,fake
1909,real
1910,real
1911,fake
1912,real
1913,fake
1914,fake
1915,real
1916,real
1917,fake
1918,fake
1919,real
1920,real
1921,fake
1922,real
1923,real
1924,real
1925,real
1926,real
1927,real
1928,real
1929,fake
1930,real
1931,fake
1932,fake
1933,fake
1934,fake
1935,real
1936,real
1937,real
1938,real
1939,fake
1940,real
1941,fake
1942,fake
1943,fake
1944,fake
1945,real
1946,fake
1947,real
1948,fake
1949,fake
1950,real
1951,fake
1952,fake
1953,real
1954,real
1955,fake
1956,fake
1957,fake
1958,real
1959,fake
1960,fake
1961,fake
1962,fake
1963,fake
1964,real
1965,real
1966,fake
1967,fake
1968,fake
1969,fake
1970,fake
1971,real
1972,fake
1973,fake
1974,real
1975,real
1976,real
1977,real
1978,real
1979,real
1980,real
1981,real
1982,real
1983,fake
1984,real
1985,real
1986,fake
1987,real
1988,fake
1989,fake
1990,real
1991,fake
1992,real
1993,fake
1994,real
1995,fake
1996,real
1997,fake
1998,fake
1999,real
2000,fake
2001,real
2002,real
2003,real
2004,fake
2005,fake
2006,fake
2007,fake
2008,fake
2009,fake
2010,real
2011,real
2012,real
2013,fake
2014,fake
2015,real
2016,real
2017,real
2018,real
2019,real
2020,real
2021,real
2022,fake
2023,real
2024,real
2025,fake
2026,real
2027,fake
2028,fake
2029,real
2030,real
2031,fake
2032,real
2033,real
2034,fake
2035,real
2036,real
2037,real
2038,real
2039,fake
2040,real
2041,fake
2042,fake
2043,real
2044,real
2045,fake
2046,fake
2047,real
2048,real
2049,real
2050,real
2051,real
2052,real
2053,real
2054,fake
2055,real
2056,fake
2057,real
2058,real
2059,real
2060,real
2061,real
2062,fake
2063,real
2064,fake
2065,fake
2066,fake
2067,fake
2068,real
2069,fake
2070,fake
2071,fake
2072,fake
2073,fake
2074,real
2075,fake
2076,fake
2077,fake
2078,real
2079,fake
2080,fake
2081,real
2082,real
2083,real
2084,real
2085,fake
2086,fake
2087,real
2088,real
2089,real
2090,real
2091,fake
2092,real
2093,real
2094,real
2095,real
2096,real
2097,fake
2098,fake
2099,fake
2100,real
2101,real
2102,fake
2103,fake
2104,fake
2105,real
2106,real
2107,fake
2108,fake
2109,fake
2110,real
2111,real
2112,fake
2113,real
2114,fake
2115,fake
2116,real
2117,fake
2118,fake
2119,real
2120,real
2121,real
2122,fake
2123,real
2124,real
2125,fake
2126,real
2127,fake
2128,fake
2129,real
2130,fake
2131,real
2132,fake
2133,real
2134,fake
2135,real
2136,real
2137,real
2138,fake
2139,fake
2140,real
